,Unnamed: 0,Location_id,POI_id,POI_Type,Org_id,User_id,TimeStamp,Zone,Latitude,Longitude,Category,yelp_id,name,stars,Time,Date,Local_sg_time,L2_id
3798,3798,509,509,Independent,4b0586e8f964a520787422e3,45495,Wed Mar 20 17:28:48 +0000 2013,-360,51.037878,-114.073691,Bar,6qmCO3di-FKWLdRn2LuF6g,Ship & Anchor Pub,4,17:28:48,2013320,20/03/2013 17:28,22
3825,3825,461,461,Independent,504a96a0e4b006c4356d5036,45495,Wed Mar 20 19:40:56 +0000 2013,-360,51.033724,-114.071301,Mexican Restaurant,kLTpxsoIhTaj1v6pYVyyiQ,A?ejo Restaurant,3.5,19:40:56,2013320,20/03/2013 19:40,52
3828,3828,285,285,Independent,4b8d2fc4f964a52032ec32e3,45495,Wed Mar 20 20:42:03 +0000 2013,-360,51.010513,-114.095402,Dog Run,W8dFb78O0Mek6SnMXAcp1g,Sandy Beach Park,4.5,20:42:03,2013320,20/03/2013 20:42,92
3841,3841,362,362,Independent,4b6a3485f964a520f9cc2be3,45495,Thu Mar 21 16:08:19 +0000 2013,-360,51.001801,-114.062943,Electronics Store,Ouu8r6_K77RL4xG3HFYihw,Memory Express,4,16:08:19,2013321,21/03/2013 16:08,10
3787,3787,977,977,Independent,4b00c675f964a5200f4122e3,45495,Thu Mar 21 20:21:41 +0000 2013,-360,51.052797,-114.087487,Pub,8h4Xngi0h2S3_wY3rg8dLg,The Kensington Pub,4,20:21:41,2013321,21/03/2013 20:21,16
3929,3929,513,513,Independent,4b6cd14af964a520a6562ce3,45495,Sat Mar 30 03:52:34 +0000 2013,-360,51.037955,-114.075503,Pizza Place,GGxnlrfvWy7LFvjN5z_z3w,UNA Pizza + Wine,4,03:52:34,2013330,30/03/2013 03:52,29
3935,3935,521,521,Independent,5095981fe4b03898b0255afe,45495,Sat Mar 30 13:44:58 +0000 2013,-360,51.037976,-114.079221,Coffee Shop,Wxt2kWy9lj5eRxIO469reA,Analog Coffee,4,13:44:58,2013330,30/03/2013 13:44,1
3936,3936,509,509,Independent,4b0586e8f964a520787422e3,45495,Sat Mar 30 15:35:35 +0000 2013,-360,51.037878,-114.073691,Bar,6qmCO3di-FKWLdRn2LuF6g,Ship & Anchor Pub,4,15:35:35,2013330,30/03/2013 15:35,22
3951,3951,456,456,Independent,4ba43134f964a520ac8a38e3,45495,Sun Mar 31 17:47:04 +0000 2013,-360,51.03266,-114.071506,Italian Restaurant,k2BgsIYiPO6WbtFaSE0uEA,Mercato Foods,4,17:47:04,2013331,31/03/2013 17:47,32
3966,3966,977,977,Independent,4b00c675f964a5200f4122e3,45495,Mon Apr 01 23:01:25 +0000 2013,-360,51.052797,-114.087487,Pub,8h4Xngi0h2S3_wY3rg8dLg,The Kensington Pub,4,23:01:25,2013401,01/04/2013 23:01,16
4039,4039,509,509,Independent,4b0586e8f964a520787422e3,45495,Sat Apr 06 23:10:26 +0000 2013,-360,51.037878,-114.073691,Bar,6qmCO3di-FKWLdRn2LuF6g,Ship & Anchor Pub,4,23:10:26,2013406,06/04/2013 23:10,22
4054,4054,465,465,Independent,4bdc51a92a3a0f474145b2b6,45495,Sun Apr 07 19:46:32 +0000 2013,-360,51.03462,-114.071665,Tanning Salon,iuJJ-DC0sPO7zBOY9poang,Bronze Baxx Tanning Studio,5,19:46:32,2013407,07/04/2013 19:46,167
4068,4068,288,288,Independent,4b71f706f964a52020672de3,45495,Mon Apr 08 23:40:27 +0000 2013,-360,51.009847,-114.082075,Wine Shop,elfVNhD8zUh1bbTT-5Cb7Q,Britannia Wine Merchants,4,23:40:27,2013408,08/04/2013 23:40,95
4082,4082,456,456,Independent,4ba43134f964a520ac8a38e3,45495,Wed Apr 10 21:43:53 +0000 2013,-360,51.03266,-114.071506,Italian Restaurant,k2BgsIYiPO6WbtFaSE0uEA,Mercato Foods,4,21:43:53,2013410,10/04/2013 21:43,32
4131,4131,451,451,Independent,4b0586eff964a5208e7622e3,45495,Tue Apr 16 19:38:08 +0000 2013,-360,51.031884,-114.071581,Wine Shop,tydfTTwOjNIQ9mFX0fPgaw,Bin 905 Wine & Spirits,4,19:38:08,2013416,16/04/2013 19:38,95
4132,4132,444,444,Independent,4b0586e9f964a520ce7422e3,45495,Tue Apr 16 19:40:58 +0000 2013,-360,51.030039,-114.071617,Miscellaneous Shop,BQnk3CdxYA9vpiRfFFtp1A,Safeway Mission,3.5,19:40:58,2013416,16/04/2013 19:40,83
4133,4133,447,447,Independent,4b4252ccf964a52096d125e3,45495,Tue Apr 16 19:41:31 +0000 2013,-360,51.031312,-114.071288,Drugstore / Pharmacy,7XYMSdhtKlzRLXIlNVPiiA,Shoppers Drug Mart,4,19:41:31,2013416,16/04/2013 19:41,2
4158,4158,461,461,Independent,504a96a0e4b006c4356d5036,45495,Thu Apr 18 02:35:54 +0000 2013,-360,51.033724,-114.071301,Mexican Restaurant,kLTpxsoIhTaj1v6pYVyyiQ,A?ejo Restaurant,3.5,02:35:54,2013418,18/04/2013 02:35,52
1787,1787,1220,1220,Independent,4b0586f0f964a520f87622e3,45801,Sat Sep 15 12:46:45 +0000 2012,-360,51.045495,-114.061977,Convention Center,RZbnsLh8RWAfflD-XkX4hA,Telus Convention Centre,3.5,12:46:45,2012915,15/09/2012 12:46,107
4234,4234,983,983,Independent,4b0586e6f964a520cb7322e3,45801,Sun Apr 28 03:47:06 +0000 2013,-360,51.067589,-114.116642,Hotel,zjGYnTAnBbOAJMw3q6ldYg,Econo Lodge Motel Village,2,03:47:06,2013428,28/04/2013 03:47,15
4326,4326,1100,1100,Independent,4b0586e6f964a520a87322e3,47318,Mon May 06 06:19:35 +0000 2013,-360,51.047071,-114.080872,Hotel,5x-h1vryKFRAuvLJFbSYuA,Sandman Hotel Calgary City Centre,2,06:19:35,2013506,06/05/2013 06:19,15
4327,4327,1100,1100,Independent,4b0586e6f964a520a87322e3,47318,Tue May 07 13:20:09 +0000 2013,-360,51.047071,-114.080872,Hotel,5x-h1vryKFRAuvLJFbSYuA,Sandman Hotel Calgary City Centre,2,13:20:09,2013507,07/05/2013 13:20,15
4328,4328,1100,1100,Independent,4b0586e6f964a520a87322e3,47318,Thu May 09 03:59:29 +0000 2013,-360,51.047071,-114.080872,Hotel,5x-h1vryKFRAuvLJFbSYuA,Sandman Hotel Calgary City Centre,2,03:59:29,2013509,09/05/2013 03:59,15
4373,4373,1160,2103,Combined,4b0586eaf964a520147522e3,47318,Fri May 10 02:11:05 +0000 2013,-360,51.051997,-114.069843,American Restaurant,XbyGwD2UtQNov8MnJOv7pQ,Flower & Wolf,4.5,02:11:05,2013510,10/05/2013 02:11,34
4440,4440,982,982,Independent,4b6555c7f964a520a4ed2ae3,47521,Wed May 15 04:10:15 +0000 2013,-360,51.067352,-114.117194,American Restaurant,2tvdTwgARXgu-5UVRcsc4A,Denny's,3,04:10:15,2013515,15/05/2013 04:10,34
4441,4441,981,981,Independent,4b90704bf964a520598a33e3,47521,Wed May 15 04:10:30 +0000 2013,-360,51.067436,-114.116415,Pizza Place,A4CSMtEaYFHw0aeK2y8M6Q,Boston Pizza,3,04:10:30,2013515,15/05/2013 04:10,29
4444,4444,1071,1071,Independent,4c60166d832fa593b4d9eed3,47521,Wed May 15 18:50:49 +0000 2013,-360,51.046122,-114.100889,Automotive Shop,A6QHLThS-r3y8n_9XOeN6Q,GSL GM City,4,18:50:49,2013515,15/05/2013 18:50,27
16,16,884,884,Independent,4b75f725f964a520ba322ee3,47946,Tue Apr 03 21:20:16 +0000 2012,-360,51.079304,-113.9906,Grocery Store,pih0Ql0yOcVbLUI9eovGIA,Costco Wholesale,4,21:20:16,2012403,03/04/2012 21:20,0
71,71,929,929,Independent,4b5e159df964a520d07c29e3,47946,Sat Apr 07 13:20:08 +0000 2012,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3,13:20:08,2012407,07/04/2012 13:20,1
106,106,239,2301,Combined,4d8e2b7dca75b60c2de4f8a8,47946,Sun Apr 08 18:35:04 +0000 2012,-360,50.981401,-114.045201,Restaurant,C3uxeV8VSiMGcdFGmos0QQ,Moxie's Grill & Bar,3,18:35:04,2012408,08/04/2012 18:35,21
11,11,238,2301,Combined,4b6c7c4af964a520ee3d2ce3,47946,Sun Apr 08 22:26:40 +0000 2012,-360,50.980506,-114.041948,Furniture / Home Store,UScXRDCz535-5MOkpoJyqw,IKEA,3,22:26:40,2012408,08/04/2012 22:26,4
1542,1542,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Thu Apr 12 12:02:45 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:02:45,2012412,12/04/2012 12:02,1
1574,1574,560,560,Independent,4b8c2b39f964a520f0c132e3,47946,Fri Apr 13 12:41:52 +0000 2012,-360,51.041939,-114.089416,Coffee Shop,eHJsmmxumitEJkuaO0yBSQ,Tim Hortons,3,12:41:52,2012413,13/04/2012 12:41,1
1593,1593,575,575,Independent,4b07339bf964a52084f922e3,47946,Sat Apr 14 00:02:56 +0000 2012,-360,51.038972,-114.081623,Drugstore / Pharmacy,SNIZNWdq6plErnwu8g9Agw,London Drugs,4.5,00:02:56,2012414,14/04/2012 00:02,2
1644,1644,648,2203,Combined,4b0586edf964a520e97522e3,47946,Sun Apr 15 21:07:57 +0000 2012,-360,51.155931,-114.067955,Movie Theater,0YoNwscylhufDwEAaWG0bQ,Landmark Cinemas,4,21:07:57,2012415,15/04/2012 21:07,38
2623,2623,877,877,Independent,4b0586ecf964a520e77522e3,47946,Mon Apr 16 20:23:45 +0000 2012,-360,51.074208,-113.990836,Multiplex,jM7O18Dp00u6Dwo8SEJuEg,Cineplex Odeon Sunridge Spectrum Cinemas,3,20:23:45,2012416,16/04/2012 20:23,102
2628,2628,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Tue Apr 17 12:55:44 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:55:44,2012417,17/04/2012 12:55,1
2629,2629,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Wed Apr 18 12:57:11 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:57:11,2012418,18/04/2012 12:57,1
2682,2682,231,231,Independent,4b5b6bfdf964a520bffc28e3,47946,Thu Apr 19 00:28:08 +0000 2012,-360,50.97848,-114.044352,Electronics Store,vclv2pAuXfgv8OC08-Dl6g,Best Buy,2,00:28:08,2012419,19/04/2012 00:28,10
2630,2630,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Thu Apr 19 13:11:50 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,13:11:50,2012419,19/04/2012 13:11,1
2584,2584,560,560,Independent,4b8c2b39f964a520f0c132e3,47946,Fri Apr 20 13:20:45 +0000 2012,-360,51.041939,-114.089416,Coffee Shop,eHJsmmxumitEJkuaO0yBSQ,Tim Hortons,3,13:20:45,2012420,20/04/2012 13:20,1
2710,2710,239,2301,Combined,4d8e2b7dca75b60c2de4f8a8,47946,Sat Apr 21 00:28:40 +0000 2012,-360,50.981401,-114.045201,Restaurant,C3uxeV8VSiMGcdFGmos0QQ,Moxie's Grill & Bar,3,00:28:40,2012421,21/04/2012 00:28,21
3580,3580,929,929,Independent,4b5e159df964a520d07c29e3,47946,Sat Apr 21 13:26:48 +0000 2012,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3,13:26:48,2012421,21/04/2012 13:26,1
3666,3666,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Mon Apr 23 12:02:00 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:02:00,2012423,23/04/2012 12:02,1
3667,3667,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Tue Apr 24 11:59:45 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,11:59:45,2012424,24/04/2012 11:59,1
3706,3706,575,575,Independent,4b07339bf964a52084f922e3,47946,Tue Apr 24 21:28:11 +0000 2012,-360,51.038972,-114.081623,Drugstore / Pharmacy,SNIZNWdq6plErnwu8g9Agw,London Drugs,4.5,21:28:11,2012424,24/04/2012 21:28,2
3668,3668,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Wed Apr 25 12:02:29 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:02:29,2012425,25/04/2012 12:02,1
4495,4495,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Fri Apr 27 14:43:15 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,14:43:15,2012427,27/04/2012 14:43,1
4570,4570,943,2208,Combined,4b40f33bf964a52012be25e3,47946,Sat Apr 28 21:42:12 +0000 2012,-360,51.107214,-114.038,Department Store,M6UFUbDVwh3xX2VcsUpekA,Walmart,2,21:42:12,2012428,28/04/2012 21:42,3
4582,4582,560,560,Independent,4b8c2b39f964a520f0c132e3,47946,Sun Apr 29 14:57:06 +0000 2012,-360,51.041939,-114.089416,Coffee Shop,eHJsmmxumitEJkuaO0yBSQ,Tim Hortons,3,14:57:06,2012429,29/04/2012 14:57,1
5247,5247,560,560,Independent,4b8c2b39f964a520f0c132e3,47946,Tue May 08 14:17:33 +0000 2012,-360,51.041939,-114.089416,Coffee Shop,eHJsmmxumitEJkuaO0yBSQ,Tim Hortons,3,14:17:33,2012508,08/05/2012 14:17,1
5249,5249,560,560,Independent,4b8c2b39f964a520f0c132e3,47946,Fri May 11 14:06:33 +0000 2012,-360,51.041939,-114.089416,Coffee Shop,eHJsmmxumitEJkuaO0yBSQ,Tim Hortons,3,14:06:33,2012511,11/05/2012 14:06,1
5376,5376,560,560,Independent,4b8c2b39f964a520f0c132e3,47946,Sat May 12 17:45:00 +0000 2012,-360,51.041939,-114.089416,Coffee Shop,eHJsmmxumitEJkuaO0yBSQ,Tim Hortons,3,17:45:00,2012512,12/05/2012 17:45,1
5407,5407,205,205,Independent,4b74d77ff964a520d0f42de3,47946,Sat May 12 22:04:01 +0000 2012,-360,50.978529,-114.070049,Drugstore / Pharmacy,Au37Yu1drieOA9zanQ1l4Q,London Drugs,3.5,22:04:01,2012512,12/05/2012 22:04,2
5473,5473,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Mon May 14 12:02:39 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:02:39,2012514,14/05/2012 12:02,1
5511,5511,575,575,Independent,4b07339bf964a52084f922e3,47946,Wed May 16 16:54:18 +0000 2012,-360,51.038972,-114.081623,Drugstore / Pharmacy,SNIZNWdq6plErnwu8g9Agw,London Drugs,4.5,16:54:18,2012516,16/05/2012 16:54,2
5636,5636,943,2208,Combined,4b40f33bf964a52012be25e3,47946,Mon May 21 19:21:23 +0000 2012,-360,51.107214,-114.038,Department Store,M6UFUbDVwh3xX2VcsUpekA,Walmart,2,19:21:23,2012521,21/05/2012 19:21,3
198,198,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Fri May 25 12:54:24 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:54:24,2012525,25/05/2012 12:54,1
199,199,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Mon May 28 12:55:43 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:55:43,2012528,28/05/2012 12:55,1
324,324,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Tue May 29 12:56:40 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:56:40,2012529,29/05/2012 12:56,1
413,413,982,982,Independent,4b6555c7f964a520a4ed2ae3,47946,Sun Jun 03 17:28:40 +0000 2012,-360,51.067352,-114.117194,American Restaurant,2tvdTwgARXgu-5UVRcsc4A,Denny's,3,17:28:40,2012603,03/06/2012 17:28,34
504,504,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Thu Jun 07 12:00:28 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:00:28,2012607,07/06/2012 12:00,1
516,516,831,831,Independent,4b2abc01f964a52086ae24e3,47946,Thu Jun 07 21:39:14 +0000 2012,-360,51.096959,-114.037001,Pet Store,Che7UHgmKBxFfk_-eAkWcQ,Pisces Pet Emporium,3.5,21:39:14,2012607,07/06/2012 21:39,57
505,505,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Fri Jun 08 12:00:52 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:00:52,2012608,08/06/2012 12:00,1
569,569,575,575,Independent,4b07339bf964a52084f922e3,47946,Sat Jun 09 17:20:54 +0000 2012,-360,51.038972,-114.081623,Drugstore / Pharmacy,SNIZNWdq6plErnwu8g9Agw,London Drugs,4.5,17:20:54,2012609,09/06/2012 17:20,2
605,605,1041,2210,Combined,4b67279df964a520373e2be3,47946,Sun Jun 10 23:45:01 +0000 2012,-360,51.084709,-114.124732,Drugstore / Pharmacy,WBkUnLApQeWdkb1-LPgjAQ,London Drugs,3.5,23:45:01,2012610,10/06/2012 23:45,2
634,634,877,877,Independent,4b0586ecf964a520e77522e3,47946,Mon Jun 11 01:05:25 +0000 2012,-360,51.074208,-113.990836,Multiplex,jM7O18Dp00u6Dwo8SEJuEg,Cineplex Odeon Sunridge Spectrum Cinemas,3,01:05:25,2012611,11/06/2012 01:05,102
650,650,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Mon Jun 11 15:13:16 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,15:13:16,2012611,11/06/2012 15:13,1
651,651,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Tue Jun 12 14:58:56 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,14:58:56,2012612,12/06/2012 14:58,1
675,675,1174,1174,Independent,4b6c4525f964a520dc2c2ce3,47946,Tue Jun 12 14:58:34 +0000 2012,-360,51.048468,-114.071598,Coffee Shop,4X-IzouANwT37SS0McEhPA,Tim Hortons,2.5,14:58:34,2012612,12/06/2012 14:58,1
590,590,884,884,Independent,4b75f725f964a520ba322ee3,47946,Wed Jun 13 00:12:29 +0000 2012,-360,51.079304,-113.9906,Grocery Store,pih0Ql0yOcVbLUI9eovGIA,Costco Wholesale,4,00:12:29,2012613,13/06/2012 00:12,0
652,652,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Wed Jun 13 14:44:08 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,14:44:08,2012613,13/06/2012 14:44,1
757,757,242,2301,Combined,4c98006c05a1b1f79e238a53,47946,Sun Jun 17 16:49:03 +0000 2012,-360,50.982534,-114.044961,American Restaurant,d6vdk0zAYW3Y_9QuZr0-IQ,Denny's,2.5,16:49:03,2012617,17/06/2012 16:49,34
782,782,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Mon Jun 18 12:01:24 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:01:24,2012618,18/06/2012 12:01,1
783,783,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Wed Jun 27 12:56:38 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:56:38,2012627,27/06/2012 12:56,1
884,884,929,929,Independent,4b5e159df964a520d07c29e3,47946,Mon Jul 02 13:27:09 +0000 2012,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3,13:27:09,2012702,02/07/2012 13:27,1
920,920,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Tue Jul 03 12:01:53 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:01:53,2012703,03/07/2012 12:01,1
921,921,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Wed Jul 04 12:05:03 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:05:03,2012704,04/07/2012 12:05,1
917,917,575,575,Independent,4b07339bf964a52084f922e3,47946,Wed Jul 04 22:02:48 +0000 2012,-360,51.038972,-114.081623,Drugstore / Pharmacy,SNIZNWdq6plErnwu8g9Agw,London Drugs,4.5,22:02:48,2012704,04/07/2012 22:02,2
923,923,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Fri Jul 06 12:04:35 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:04:35,2012706,06/07/2012 12:04,1
1037,1037,929,929,Independent,4b5e159df964a520d07c29e3,47946,Sat Jul 07 13:27:31 +0000 2012,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3,13:27:31,2012707,07/07/2012 13:27,1
1070,1070,575,575,Independent,4b07339bf964a52084f922e3,47946,Sun Jul 08 16:12:39 +0000 2012,-360,51.038972,-114.081623,Drugstore / Pharmacy,SNIZNWdq6plErnwu8g9Agw,London Drugs,4.5,16:12:39,2012708,08/07/2012 16:12,2
1098,1098,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Mon Jul 09 12:01:55 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:01:55,2012709,09/07/2012 12:01,1
1115,1115,246,2301,Combined,4b5b6e79f964a52097fd28e3,47946,Tue Jul 10 21:37:27 +0000 2012,-360,50.983951,-114.044909,Department Store,r-cFa4QVMcCLYKMcTzsIgw,Walmart Super Centre,2.5,21:37:27,2012710,10/07/2012 21:37,3
1100,1100,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Wed Jul 11 11:58:58 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,11:58:58,2012711,11/07/2012 11:58,1
1101,1101,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Thu Jul 12 12:02:58 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:02:58,2012712,12/07/2012 12:02,1
1187,1187,1041,2210,Combined,4b67279df964a520373e2be3,47946,Fri Jul 13 22:18:20 +0000 2012,-360,51.084709,-114.124732,Drugstore / Pharmacy,WBkUnLApQeWdkb1-LPgjAQ,London Drugs,3.5,22:18:20,2012713,13/07/2012 22:18,2
1206,1206,27,2215,Combined,4b749715f964a52041e62de3,47946,Fri Jul 13 22:40:16 +0000 2012,-360,51.020023,-114.169454,Arts & Crafts Store,j2ylpi_0ByksVQiq4GiTYA,Indigo Books Music & More,3.5,22:40:16,2012713,13/07/2012 22:40,91
1270,1270,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Fri Jul 20 14:44:40 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,14:44:40,2012720,20/07/2012 14:44,1
1271,1271,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Tue Jul 24 12:00:27 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:00:27,2012724,24/07/2012 12:00,1
1307,1307,1041,2210,Combined,4b67279df964a520373e2be3,47946,Fri Jul 27 22:25:19 +0000 2012,-360,51.084709,-114.124732,Drugstore / Pharmacy,WBkUnLApQeWdkb1-LPgjAQ,London Drugs,3.5,22:25:19,2012727,27/07/2012 22:25,2
1493,1493,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Tue Aug 14 11:56:50 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,11:56:50,2012814,14/08/2012 11:56,1
1700,1700,575,575,Independent,4b07339bf964a52084f922e3,47946,Sat Aug 18 14:38:37 +0000 2012,-360,51.038972,-114.081623,Drugstore / Pharmacy,SNIZNWdq6plErnwu8g9Agw,London Drugs,4.5,14:38:37,2012818,18/08/2012 14:38,2
1657,1657,943,2208,Combined,4b40f33bf964a52012be25e3,47946,Sun Aug 19 21:50:15 +0000 2012,-360,51.107214,-114.038,Department Store,M6UFUbDVwh3xX2VcsUpekA,Walmart,2,21:50:15,2012819,19/08/2012 21:50,3
1675,1675,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Mon Aug 20 14:24:31 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,14:24:31,2012820,20/08/2012 14:24,1
1676,1676,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Wed Sep 05 12:00:56 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:00:56,2012905,05/09/2012 12:00,1
1760,1760,1174,1174,Independent,4b6c4525f964a520dc2c2ce3,47946,Fri Sep 14 12:00:50 +0000 2012,-360,51.048468,-114.071598,Coffee Shop,4X-IzouANwT37SS0McEhPA,Tim Hortons,2.5,12:00:50,2012914,14/09/2012 12:00,1
1779,1779,910,910,Independent,4b6dc0bff964a5208e8c2ce3,47946,Sat Sep 15 03:36:40 +0000 2012,-360,51.081842,-113.996811,Fast Food Restaurant,uoGdzFkeHlPcJBOZ_sR9CA,McDonald's,1.5,03:36:40,2012915,15/09/2012 03:36,13
1782,1782,877,877,Independent,4b0586ecf964a520e77522e3,47946,Sat Sep 15 04:05:22 +0000 2012,-360,51.074208,-113.990836,Multiplex,jM7O18Dp00u6Dwo8SEJuEg,Cineplex Odeon Sunridge Spectrum Cinemas,3,04:05:22,2012915,15/09/2012 04:05,102
1865,1865,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Wed Oct 17 11:59:41 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,11:59:41,20121017,17/10/2012 11:59,1
1906,1906,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Wed Oct 24 12:18:26 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:18:26,20121024,24/10/2012 12:18,1
1907,1907,1136,1136,Independent,4b5f15f5f964a52050a529e3,47946,Thu Oct 25 12:03:35 +0000 2012,-360,51.048143,-114.065361,Coffee Shop,qDpngVfw7Y8XFhCZjqTZYw,Analog Coffee,4.5,12:03:35,20121025,25/10/2012 12:03,1
